model,condition,seed,class_id,action,support,clean_accuracy,accuracy
stgcn,limb_occlusion_mild,255,38,put the palms together,276,0.9408,0.7899
stgcn,limb_occlusion_mild,255,39,cross hands in front (say stop),276,0.8998,0.7681
stgcn,limb_occlusion_mild,255,40,sneeze/cough,276,0.7379,0.5435
stgcn,limb_occlusion_mild,255,41,staggering,276,0.9915,0.9529
stgcn,limb_occlusion_mild,255,42,falling,275,0.9855,0.9709
stgcn,limb_occlusion_mild,255,43,touch head (headache),276,0.7657,0.6051
stgcn,limb_occlusion_mild,255,44,touch chest (stomachache/heart pain),276,0.9058,0.8007
stgcn,limb_occlusion_mild,255,45,touch back (backache),276,0.9263,0.8623
stgcn,limb_occlusion_mild,255,46,touch neck (neckache),276,0.8816,0.808
stgcn,limb_occlusion_mild,255,47,nausea or vomiting condition,275,0.8509,0.6836
stgcn,limb_occlusion_mild,255,48,use a fan (with hand or paper)/feeling warm,275,0.9261,0.7927
stgcn,limb_occlusion_mild,255,49,punching/slapping other person,274,0.8662,0.7336
stgcn,limb_occlusion_mild,255,50,kicking other person,276,0.9167,0.7935
stgcn,limb_occlusion_mild,255,51,pushing other person,276,0.971,0.9384
stgcn,limb_occlusion_mild,255,52,pat on back of other person,276,0.942,0.8659
stgcn,limb_occlusion_mild,255,53,point finger at the other person,276,0.907,0.663
stgcn,limb_occlusion_mild,255,54,hugging other person,274,0.9757,0.8942
stgcn,limb_occlusion_mild,255,55,giving something to other person,276,0.9348,0.8225
stgcn,limb_occlusion_mild,255,56,touch other person's pocket,275,0.9285,0.8655
stgcn,limb_occlusion_mild,255,57,handshaking,276,0.9517,0.8043
stgcn,limb_occlusion_mild,255,58,walking towards each other,273,0.9939,0.9487
stgcn,limb_occlusion_mild,255,59,walking apart from each other,276,0.9626,0.971
stgcn,limb_occlusion_mild,2026,0,drink water,274,0.8759,0.7044
stgcn,limb_occlusion_mild,2026,1,eat meal/snack,275,0.7394,0.5745
stgcn,limb_occlusion_mild,2026,2,brushing teeth,273,0.8584,0.6777
stgcn,limb_occlusion_mild,2026,3,brushing hair,273,0.9048,0.7912
stgcn,limb_occlusion_mild,2026,4,drop,275,0.8315,0.7491
stgcn,limb_occlusion_mild,2026,5,pickup,275,0.9527,0.8364
stgcn,limb_occlusion_mild,2026,6,throw,275,0.9115,0.8145
stgcn,limb_occlusion_mild,2026,7,sitting down,273,0.9658,0.8681
stgcn,limb_occlusion_mild,2026,8,standing up (from sitting position),273,0.9805,0.8315
stgcn,limb_occlusion_mild,2026,9,clapping,273,0.7827,0.6703
stgcn,limb_occlusion_mild,2026,10,reading,273,0.6032,0.5092
stgcn,limb_occlusion_mild,2026,11,writing,272,0.5245,0.5184
stgcn,limb_occlusion_mild,2026,12,tear up paper,271,0.8954,0.8081
stgcn,limb_occlusion_mild,2026,13,wear jacket,275,0.983,0.9491
stgcn,limb_occlusion_mild,2026,14,take off jacket,276,0.9589,0.9022
stgcn,limb_occlusion_mild,2026,15,wear a shoe,273,0.6545,0.5311
stgcn,limb_occlusion_mild,2026,16,take off a shoe,274,0.7798,0.6679
stgcn,limb_occlusion_mild,2026,17,wear on glasses,273,0.906,0.7985
stgcn,limb_occlusion_mild,2026,18,take off glasses,274,0.9343,0.8285
stgcn,limb_occlusion_mild,2026,19,put on a hat/cap,272,0.9498,0.7868
stgcn,limb_occlusion_mild,2026,20,take off a hat/cap,273,0.9731,0.8022
stgcn,limb_occlusion_mild,2026,21,cheer up,274,0.9234,0.8686
stgcn,limb_occlusion_mild,2026,22,hand waving,274,0.9063,0.7482
stgcn,limb_occlusion_mild,2026,23,kicking something,276,0.9372,0.8188
stgcn,limb_occlusion_mild,2026,24,reach into pocket,274,0.8358,0.7153
stgcn,limb_occlusion_mild,2026,25,hopping (one foot jumping),275,0.9879,0.9491
stgcn,limb_occlusion_mild,2026,26,jump up,276,0.9964,0.913
stgcn,limb_occlusion_mild,2026,27,make a phone call/answer phone,275,0.8679,0.7164
stgcn,limb_occlusion_mild,2026,28,playing with phone/tablet,275,0.6824,0.5927
stgcn,limb_occlusion_mild,2026,29,typing on a keyboard,275,0.7515,0.5891
stgcn,limb_occlusion_mild,2026,30,pointing to something with finger,276,0.7585,0.5761
stgcn,limb_occlusion_mild,2026,31,taking a selfie,276,0.8925,0.7428
stgcn,limb_occlusion_mild,2026,32,check time (from watch),276,0.8829,0.6812
stgcn,limb_occlusion_mild,2026,33,rub two hands together,276,0.8829,0.7464
stgcn,limb_occlusion_mild,2026,34,nod head/bow,276,0.965,0.7826
stgcn,limb_occlusion_mild,2026,35,shake head,275,0.9418,0.7709
stgcn,limb_occlusion_mild,2026,36,wipe face,276,0.8321,0.6268
stgcn,limb_occlusion_mild,2026,37,salute,276,0.9179,0.7246
stgcn,limb_occlusion_mild,2026,38,put the palms together,276,0.9408,0.8188
stgcn,limb_occlusion_mild,2026,39,cross hands in front (say stop),276,0.8998,0.7754
stgcn,limb_occlusion_mild,2026,40,sneeze/cough,276,0.7379,0.5326
stgcn,limb_occlusion_mild,2026,41,staggering,276,0.9915,0.9348
stgcn,limb_occlusion_mild,2026,42,falling,275,0.9855,0.9709
stgcn,limb_occlusion_mild,2026,43,touch head (headache),276,0.7657,0.6413
stgcn,limb_occlusion_mild,2026,44,touch chest (stomachache/heart pain),276,0.9058,0.7935
stgcn,limb_occlusion_mild,2026,45,touch back (backache),276,0.9263,0.7971
stgcn,limb_occlusion_mild,2026,46,touch neck (neckache),276,0.8816,0.7572
stgcn,limb_occlusion_mild,2026,47,nausea or vomiting condition,275,0.8509,0.7127
stgcn,limb_occlusion_mild,2026,48,use a fan (with hand or paper)/feeling warm,275,0.9261,0.8036
stgcn,limb_occlusion_mild,2026,49,punching/slapping other person,274,0.8662,0.7409
stgcn,limb_occlusion_mild,2026,50,kicking other person,276,0.9167,0.7464
stgcn,limb_occlusion_mild,2026,51,pushing other person,276,0.971,0.8768
stgcn,limb_occlusion_mild,2026,52,pat on back of other person,276,0.942,0.8913
stgcn,limb_occlusion_mild,2026,53,point finger at the other person,276,0.907,0.6775
stgcn,limb_occlusion_mild,2026,54,hugging other person,274,0.9757,0.9088
stgcn,limb_occlusion_mild,2026,55,giving something to other person,276,0.9348,0.837
stgcn,limb_occlusion_mild,2026,56,touch other person's pocket,275,0.9285,0.8436
stgcn,limb_occlusion_mild,2026,57,handshaking,276,0.9517,0.7754
stgcn,limb_occlusion_mild,2026,58,walking towards each other,273,0.9939,0.9597
stgcn,limb_occlusion_mild,2026,59,walking apart from each other,276,0.9626,0.9601
stgcn,limb_occlusion_mild,3407,0,drink water,274,0.8759,0.7263
stgcn,limb_occlusion_mild,3407,1,eat meal/snack,275,0.7394,0.5745
stgcn,limb_occlusion_mild,3407,2,brushing teeth,273,0.8584,0.6484
stgcn,limb_occlusion_mild,3407,3,brushing hair,273,0.9048,0.7912
stgcn,limb_occlusion_mild,3407,4,drop,275,0.8315,0.7345
stgcn,limb_occlusion_mild,3407,5,pickup,275,0.9527,0.8509
stgcn,limb_occlusion_mild,3407,6,throw,275,0.9115,0.7927
stgcn,limb_occlusion_mild,3407,7,sitting down,273,0.9658,0.8498
stgcn,limb_occlusion_mild,3407,8,standing up (from sitting position),273,0.9805,0.8168
stgcn,limb_occlusion_mild,3407,9,clapping,273,0.7827,0.6593
stgcn,limb_occlusion_mild,3407,10,reading,273,0.6032,0.5201
stgcn,limb_occlusion_mild,3407,11,writing,272,0.5245,0.5294
stgcn,limb_occlusion_mild,3407,12,tear up paper,271,0.8954,0.7786
stgcn,limb_occlusion_mild,3407,13,wear jacket,275,0.983,0.9345
stgcn,limb_occlusion_mild,3407,14,take off jacket,276,0.9589,0.8949
stgcn,limb_occlusion_mild,3407,15,wear a shoe,273,0.6545,0.5201
stgcn,limb_occlusion_mild,3407,16,take off a shoe,274,0.7798,0.6971
stgcn,limb_occlusion_mild,3407,17,wear on glasses,273,0.906,0.7949
stgcn,limb_occlusion_mild,3407,18,take off glasses,274,0.9343,0.8212
stgcn,limb_occlusion_mild,3407,19,put on a hat/cap,272,0.9498,0.8125
stgcn,limb_occlusion_mild,3407,20,take off a hat/cap,273,0.9731,0.8278
stgcn,limb_occlusion_mild,3407,21,cheer up,274,0.9234,0.8577
stgcn,limb_occlusion_mild,3407,22,hand waving,274,0.9063,0.7737
stgcn,limb_occlusion_mild,3407,23,kicking something,276,0.9372,0.8696
stgcn,limb_occlusion_mild,3407,24,reach into pocket,274,0.8358,0.7153
stgcn,limb_occlusion_mild,3407,25,hopping (one foot jumping),275,0.9879,0.9055
stgcn,limb_occlusion_mild,3407,26,jump up,276,0.9964,0.8442
stgcn,limb_occlusion_mild,3407,27,make a phone call/answer phone,275,0.8679,0.6945
stgcn,limb_occlusion_mild,3407,28,playing with phone/tablet,275,0.6824,0.5891
stgcn,limb_occlusion_mild,3407,29,typing on a keyboard,275,0.7515,0.5709
stgcn,limb_occlusion_mild,3407,30,pointing to something with finger,276,0.7585,0.5978
stgcn,limb_occlusion_mild,3407,31,taking a selfie,276,0.8925,0.7319
stgcn,limb_occlusion_mild,3407,32,check time (from watch),276,0.8829,0.6812
stgcn,limb_occlusion_mild,3407,33,rub two hands together,276,0.8829,0.7464
stgcn,limb_occlusion_mild,3407,34,nod head/bow,276,0.965,0.779
stgcn,limb_occlusion_mild,3407,35,shake head,275,0.9418,0.7818
stgcn,limb_occlusion_mild,3407,36,wipe face,276,0.8321,0.6993
stgcn,limb_occlusion_mild,3407,37,salute,276,0.9179,0.7464
stgcn,limb_occlusion_mild,3407,38,put the palms together,276,0.9408,0.8333
stgcn,limb_occlusion_mild,3407,39,cross hands in front (say stop),276,0.8998,0.7391
stgcn,limb_occlusion_mild,3407,40,sneeze/cough,276,0.7379,0.5217
stgcn,limb_occlusion_mild,3407,41,staggering,276,0.9915,0.9384
stgcn,limb_occlusion_mild,3407,42,falling,275,0.9855,0.9527
stgcn,limb_occlusion_mild,3407,43,touch head (headache),276,0.7657,0.6232
stgcn,limb_occlusion_mild,3407,44,touch chest (stomachache/heart pain),276,0.9058,0.7971
stgcn,limb_occlusion_mild,3407,45,touch back (backache),276,0.9263,0.8514
stgcn,limb_occlusion_mild,3407,46,touch neck (neckache),276,0.8816,0.7754
stgcn,limb_occlusion_mild,3407,47,nausea or vomiting condition,275,0.8509,0.6618
stgcn,limb_occlusion_mild,3407,48,use a fan (with hand or paper)/feeling warm,275,0.9261,0.8036
stgcn,limb_occlusion_mild,3407,49,punching/slapping other person,274,0.8662,0.7044
stgcn,limb_occlusion_mild,3407,50,kicking other person,276,0.9167,0.8406
stgcn,limb_occlusion_mild,3407,51,pushing other person,276,0.971,0.913
stgcn,limb_occlusion_mild,3407,52,pat on back of other person,276,0.942,0.8297
stgcn,limb_occlusion_mild,3407,53,point finger at the other person,276,0.907,0.7138
stgcn,limb_occlusion_mild,3407,54,hugging other person,274,0.9757,0.9343
stgcn,limb_occlusion_mild,3407,55,giving something to other person,276,0.9348,0.8696
stgcn,limb_occlusion_mild,3407,56,touch other person's pocket,275,0.9285,0.8764
stgcn,limb_occlusion_mild,3407,57,handshaking,276,0.9517,0.8152
stgcn,limb_occlusion_mild,3407,58,walking towards each other,273,0.9939,0.9817
stgcn,limb_occlusion_mild,3407,59,walking apart from each other,276,0.9626,0.9674
stgcn,coord_noise_mild,255,0,drink water,274,0.8759,0.5803
stgcn,coord_noise_mild,255,1,eat meal/snack,275,0.7394,0.5091
stgcn,coord_noise_mild,255,2,brushing teeth,273,0.8584,0.619
stgcn,coord_noise_mild,255,3,brushing hair,273,0.9048,0.5275
stgcn,coord_noise_mild,255,4,drop,275,0.8315,0.5455
stgcn,coord_noise_mild,255,5,pickup,275,0.9527,0.92
stgcn,coord_noise_mild,255,6,throw,275,0.9115,0.7382
stgcn,coord_noise_mild,255,7,sitting down,273,0.9658,0.9231
stgcn,coord_noise_mild,255,8,standing up (from sitting position),273,0.9805,0.956
stgcn,coord_noise_mild,255,9,clapping,273,0.7827,0.7143
stgcn,coord_noise_mild,255,10,reading,273,0.6032,0.2821
stgcn,coord_noise_mild,255,11,writing,272,0.5245,0.6581
stgcn,coord_noise_mild,255,12,tear up paper,271,0.8954,0.5904
stgcn,coord_noise_mild,255,13,wear jacket,275,0.983,0.9855
stgcn,coord_noise_mild,255,14,take off jacket,276,0.9589,0.9203
stgcn,coord_noise_mild,255,15,wear a shoe,273,0.6545,0.5385
stgcn,coord_noise_mild,255,16,take off a shoe,274,0.7798,0.6277
stgcn,coord_noise_mild,255,17,wear on glasses,273,0.906,0.8425
stgcn,coord_noise_mild,255,18,take off glasses,274,0.9343,0.8431
stgcn,coord_noise_mild,255,19,put on a hat/cap,272,0.9498,0.7353
stgcn,coord_noise_mild,255,20,take off a hat/cap,273,0.9731,0.7729
stgcn,coord_noise_mild,255,21,cheer up,274,0.9234,0.7883
stgcn,coord_noise_mild,255,22,hand waving,274,0.9063,0.7664
stgcn,coord_noise_mild,255,23,kicking something,276,0.9372,0.8007
stgcn,coord_noise_mild,255,24,reach into pocket,274,0.8358,0.6058
stgcn,coord_noise_mild,255,25,hopping (one foot jumping),275,0.9879,0.88
stgcn,coord_noise_mild,255,26,jump up,276,0.9964,0.9855
stgcn,coord_noise_mild,255,27,make a phone call/answer phone,275,0.8679,0.4036
stgcn,coord_noise_mild,255,28,playing with phone/tablet,275,0.6824,0.0873
stgcn,coord_noise_mild,255,29,typing on a keyboard,275,0.7515,0.6509
stgcn,coord_noise_mild,255,30,pointing to something with finger,276,0.7585,0.5978
stgcn,coord_noise_mild,255,31,taking a selfie,276,0.8925,0.7319
stgcn,coord_noise_mild,255,32,check time (from watch),276,0.8829,0.6739
stgcn,coord_noise_mild,255,33,rub two hands together,276,0.8829,0.5145
stgcn,coord_noise_mild,255,34,nod head/bow,276,0.965,0.8949
stgcn,coord_noise_mild,255,35,shake head,275,0.9418,0.3855
stgcn,coord_noise_mild,255,36,wipe face,276,0.8321,0.1558
stgcn,coord_noise_mild,255,37,salute,276,0.9179,0.7174
stgcn,coord_noise_mild,255,38,put the palms together,276,0.9408,0.279
stgcn,coord_noise_mild,255,39,cross hands in front (say stop),276,0.8998,0.9348
stgcn,coord_noise_mild,255,40,sneeze/cough,276,0.7379,0.471
stgcn,coord_noise_mild,255,41,staggering,276,0.9915,0.8225
stgcn,coord_noise_mild,255,42,falling,275,0.9855,0.9745
stgcn,coord_noise_mild,255,43,touch head (headache),276,0.7657,0.3406
stgcn,coord_noise_mild,255,44,touch chest (stomachache/heart pain),276,0.9058,0.6268
stgcn,coord_noise_mild,255,45,touch back (backache),276,0.9263,0.6123
stgcn,coord_noise_mild,255,46,touch neck (neckache),276,0.8816,0.4855
stgcn,coord_noise_mild,255,47,nausea or vomiting condition,275,0.8509,0.8109
stgcn,coord_noise_mild,255,48,use a fan (with hand or paper)/feeling warm,275,0.9261,0.9418
stgcn,coord_noise_mild,255,49,punching/slapping other person,274,0.8662,0.6861
stgcn,coord_noise_mild,255,50,kicking other person,276,0.9167,0.5435
stgcn,coord_noise_mild,255,51,pushing other person,276,0.971,0.6594
stgcn,coord_noise_mild,255,52,pat on back of other person,276,0.942,0.6775
stgcn,coord_noise_mild,255,53,point finger at the other person,276,0.907,0.9058
stgcn,coord_noise_mild,255,54,hugging other person,274,0.9757,0.8613
stgcn,coord_noise_mild,255,55,giving something to other person,276,0.9348,0.7935
stgcn,coord_noise_mild,255,56,touch other person's pocket,275,0.9285,0.8473
stgcn,coord_noise_mild,255,57,handshaking,276,0.9517,0.8261
stgcn,coord_noise_mild,255,58,walking towards each other,273,0.9939,0.9414
stgcn,coord_noise_mild,255,59,walking apart from each other,276,0.9626,0.942
stgcn,coord_noise_mild,2026,0,drink water,274,0.8759,0.5219
stgcn,coord_noise_mild,2026,1,eat meal/snack,275,0.7394,0.4509
stgcn,coord_noise_mild,2026,2,brushing teeth,273,0.8584,0.4799
stgcn,coord_noise_mild,2026,3,brushing hair,273,0.9048,0.4652
stgcn,coord_noise_mild,2026,4,drop,275,0.8315,0.5818
stgcn,coord_noise_mild,2026,5,pickup,275,0.9527,0.9455
stgcn,coord_noise_mild,2026,6,throw,275,0.9115,0.7636
stgcn,coord_noise_mild,2026,7,sitting down,273,0.9658,0.956
stgcn,coord_noise_mild,2026,8,standing up (from sitting position),273,0.9805,0.9597
stgcn,coord_noise_mild,2026,9,clapping,273,0.7827,0.7106
stgcn,coord_noise_mild,2026,10,reading,273,0.6032,0.1282
stgcn,coord_noise_mild,2026,11,writing,272,0.5245,0.5
stgcn,coord_noise_mild,2026,12,tear up paper,271,0.8954,0.4207
stgcn,coord_noise_mild,2026,13,wear jacket,275,0.983,0.9673
stgcn,coord_noise_mild,2026,14,take off jacket,276,0.9589,0.9384
stgcn,coord_noise_mild,2026,15,wear a shoe,273,0.6545,0.5201
stgcn,coord_noise_mild,2026,16,take off a shoe,274,0.7798,0.5328
stgcn,coord_noise_mild,2026,17,wear on glasses,273,0.906,0.707
stgcn,coord_noise_mild,2026,18,take off glasses,274,0.9343,0.7518
stgcn,coord_noise_mild,2026,19,put on a hat/cap,272,0.9498,0.7941
stgcn,coord_noise_mild,2026,20,take off a hat/cap,273,0.9731,0.8278
stgcn,coord_noise_mild,2026,21,cheer up,274,0.9234,0.7956
stgcn,coord_noise_mild,2026,22,hand waving,274,0.9063,0.6825
stgcn,coord_noise_mild,2026,23,kicking something,276,0.9372,0.4746
stgcn,coord_noise_mild,2026,24,reach into pocket,274,0.8358,0.3723
stgcn,coord_noise_mild,2026,25,hopping (one foot jumping),275,0.9879,0.9018
stgcn,coord_noise_mild,2026,26,jump up,276,0.9964,0.9855
stgcn,coord_noise_mild,2026,27,make a phone call/answer phone,275,0.8679,0.3418
stgcn,coord_noise_mild,2026,28,playing with phone/tablet,275,0.6824,0.32
stgcn,coord_noise_mild,2026,29,typing on a keyboard,275,0.7515,0.6982
stgcn,coord_noise_mild,2026,30,pointing to something with finger,276,0.7585,0.692
stgcn,coord_noise_mild,2026,31,taking a selfie,276,0.8925,0.6377
stgcn,coord_noise_mild,2026,32,check time (from watch),276,0.8829,0.6232
stgcn,coord_noise_mild,2026,33,rub two hands together,276,0.8829,0.221
stgcn,coord_noise_mild,2026,34,nod head/bow,276,0.965,0.8406
stgcn,coord_noise_mild,2026,35,shake head,275,0.9418,0.04
stgcn,coord_noise_mild,2026,36,wipe face,276,0.8321,0.2464
stgcn,coord_noise_mild,2026,37,salute,276,0.9179,0.7246
stgcn,coord_noise_mild,2026,38,put the palms together,276,0.9408,0.442
stgcn,coord_noise_mild,2026,39,cross hands in front (say stop),276,0.8998,0.7899
stgcn,coord_noise_mild,2026,40,sneeze/cough,276,0.7379,0.4348
stgcn,coord_noise_mild,2026,41,staggering,276,0.9915,0.7826
stgcn,coord_noise_mild,2026,42,falling,275,0.9855,0.9745
stgcn,coord_noise_mild,2026,43,touch head (headache),276,0.7657,0.5688
stgcn,coord_noise_mild,2026,44,touch chest (stomachache/heart pain),276,0.9058,0.6594
stgcn,coord_noise_mild,2026,45,touch back (backache),276,0.9263,0.6123
stgcn,coord_noise_mild,2026,46,touch neck (neckache),276,0.8816,0.221
stgcn,coord_noise_mild,2026,47,nausea or vomiting condition,275,0.8509,0.8727
stgcn,coord_noise_mild,2026,48,use a fan (with hand or paper)/feeling warm,275,0.9261,0.9091
stgcn,coord_noise_mild,2026,49,punching/slapping other person,274,0.8662,0.6314
stgcn,coord_noise_mild,2026,50,kicking other person,276,0.9167,0.3877
stgcn,coord_noise_mild,2026,51,pushing other person,276,0.971,0.6594
stgcn,coord_noise_mild,2026,52,pat on back of other person,276,0.942,0.9312
stgcn,coord_noise_mild,2026,53,point finger at the other person,276,0.907,0.7826
stgcn,coord_noise_mild,2026,54,hugging other person,274,0.9757,0.8358
stgcn,coord_noise_mild,2026,55,giving something to other person,276,0.9348,0.5435
stgcn,coord_noise_mild,2026,56,touch other person's pocket,275,0.9285,0.5636
stgcn,coord_noise_mild,2026,57,handshaking,276,0.9517,0.5399
stgcn,coord_noise_mild,2026,58,walking towards each other,273,0.9939,0.9524
stgcn,coord_noise_mild,2026,59,walking apart from each other,276,0.9626,0.9457
stgcn,coord_noise_mild,3407,0,drink water,274,0.8759,0.5328
stgcn,coord_noise_mild,3407,1,eat meal/snack,275,0.7394,0.5636
stgcn,coord_noise_mild,3407,2,brushing teeth,273,0.8584,0.3883
stgcn,coord_noise_mild,3407,3,brushing hair,273,0.9048,0.3846
stgcn,coord_noise_mild,3407,4,drop,275,0.8315,0.48
stgcn,coord_noise_mild,3407,5,pickup,275,0.9527,0.9309
stgcn,coord_noise_mild,3407,6,throw,275,0.9115,0.7273
stgcn,coord_noise_mild,3407,7,sitting down,273,0.9658,0.9158
stgcn,coord_noise_mild,3407,8,standing up (from sitting position),273,0.9805,0.9707
stgcn,coord_noise_mild,3407,9,clapping,273,0.7827,0.5971
stgcn,coord_noise_mild,3407,10,reading,273,0.6032,0.1392
stgcn,coord_noise_mild,3407,11,writing,272,0.5245,0.3676
stgcn,coord_noise_mild,3407,12,tear up paper,271,0.8954,0.4391
stgcn,coord_noise_mild,3407,13,wear jacket,275,0.983,0.9818
stgcn,coord_noise_mild,3407,14,take off jacket,276,0.9589,0.9275
stgcn,coord_noise_mild,3407,15,wear a shoe,273,0.6545,0.5788
stgcn,coord_noise_mild,3407,16,take off a shoe,274,0.7798,0.5
stgcn,coord_noise_mild,3407,17,wear on glasses,273,0.906,0.7399
stgcn,coord_noise_mild,3407,18,take off glasses,274,0.9343,0.5766
stgcn,coord_noise_mild,3407,19,put on a hat/cap,272,0.9498,0.7169
stgcn,coord_noise_mild,3407,20,take off a hat/cap,273,0.9731,0.5788
stgcn,coord_noise_mild,3407,21,cheer up,274,0.9234,0.8139
stgcn,coord_noise_mild,3407,22,hand waving,274,0.9063,0.7336
stgcn,coord_noise_mild,3407,23,kicking something,276,0.9372,0.8406
stgcn,coord_noise_mild,3407,24,reach into pocket,274,0.8358,0.5803
stgcn,coord_noise_mild,3407,25,hopping (one foot jumping),275,0.9879,0.8909
