model,condition,class_id,action,support,clean_accuracy,mean_accuracy,std_accuracy,absolute_drop
ctrgcn,mixed_moderate,27,make a phone call/answer phone,275,0.9079,0.1418,0.0577,0.7661
ctrgcn,mixed_moderate,28,playing with phone/tablet,275,0.6958,0.183,0.0344,0.5127
ctrgcn,mixed_moderate,29,typing on a keyboard,275,0.737,0.2861,0.0555,0.4509
ctrgcn,mixed_moderate,30,pointing to something with finger,276,0.7862,0.2234,0.0302,0.5628
ctrgcn,mixed_moderate,31,taking a selfie,276,0.8889,0.192,0.0474,0.6969
ctrgcn,mixed_moderate,32,check time (from watch),276,0.901,0.1667,0.0427,0.7343
ctrgcn,mixed_moderate,33,rub two hands together,276,0.9034,0.1679,0.0363,0.7355
ctrgcn,mixed_moderate,34,nod head/bow,276,0.971,0.3575,0.06,0.6135
ctrgcn,mixed_moderate,35,shake head,275,0.9503,0.2594,0.0636,0.6909
ctrgcn,mixed_moderate,36,wipe face,276,0.8551,0.1534,0.0257,0.7017
ctrgcn,mixed_moderate,37,salute,276,0.93,0.2548,0.0381,0.6751
ctrgcn,mixed_moderate,38,put the palms together,276,0.9239,0.221,0.0368,0.7029
ctrgcn,mixed_moderate,39,cross hands in front (say stop),276,0.936,0.3043,0.0691,0.6316
ctrgcn,mixed_moderate,40,sneeze/cough,276,0.7403,0.0918,0.0021,0.6486
ctrgcn,mixed_moderate,41,staggering,276,0.9867,0.1449,0.0346,0.8418
ctrgcn,mixed_moderate,42,falling,275,0.9939,0.3139,0.0401,0.68
ctrgcn,mixed_moderate,43,touch head (headache),276,0.8345,0.1377,0.0349,0.6969
ctrgcn,mixed_moderate,44,touch chest (stomachache/heart pain),276,0.9215,0.2403,0.0291,0.6812
ctrgcn,mixed_moderate,45,touch back (backache),276,0.9444,0.2029,0.0635,0.7415
ctrgcn,mixed_moderate,46,touch neck (neckache),276,0.8502,0.1111,0.0151,0.7391
ctrgcn,mixed_moderate,47,nausea or vomiting condition,275,0.8497,0.1624,0.0111,0.6873
ctrgcn,mixed_moderate,48,use a fan (with hand or paper)/feeling warm,275,0.9309,0.6327,0.2048,0.2982
ctrgcn,mixed_moderate,49,punching/slapping other person,274,0.9112,0.146,0.0483,0.7652
ctrgcn,mixed_moderate,50,kicking other person,276,0.9541,0.1534,0.0116,0.8007
ctrgcn,mixed_moderate,51,pushing other person,276,0.9722,0.1401,0.0267,0.8321
ctrgcn,mixed_moderate,52,pat on back of other person,276,0.9143,0.2742,0.099,0.6401
ctrgcn,mixed_moderate,53,point finger at the other person,276,0.913,0.1932,0.0055,0.7198
ctrgcn,mixed_moderate,54,hugging other person,274,0.9878,0.2676,0.0432,0.7202
ctrgcn,mixed_moderate,55,giving something to other person,276,0.9372,0.1715,0.0171,0.7657
ctrgcn,mixed_moderate,56,touch other person's pocket,275,0.9382,0.2133,0.0551,0.7248
ctrgcn,mixed_moderate,57,handshaking,276,0.9589,0.2597,0.1209,0.6993
ctrgcn,mixed_moderate,58,walking towards each other,273,0.9963,0.2967,0.1101,0.6996
ctrgcn,mixed_moderate,59,walking apart from each other,276,0.9638,0.3611,0.1377,0.6027
ctrgcn,joint_missing_severe,0,drink water,274,0.8601,0.0073,0.0097,0.8528
ctrgcn,joint_missing_severe,1,eat meal/snack,275,0.7261,0.017,0.0294,0.7091
ctrgcn,joint_missing_severe,2,brushing teeth,273,0.873,0.0012,0.0021,0.8718
ctrgcn,joint_missing_severe,3,brushing hair,273,0.917,0.0,0.0,0.917
ctrgcn,joint_missing_severe,4,drop,275,0.8873,0.2448,0.3689,0.6424
ctrgcn,joint_missing_severe,5,pickup,275,0.9697,0.0024,0.0042,0.9673
ctrgcn,joint_missing_severe,6,throw,275,0.9321,0.1055,0.1764,0.8267
ctrgcn,joint_missing_severe,7,sitting down,273,0.9683,0.0024,0.0021,0.9658
ctrgcn,joint_missing_severe,8,standing up (from sitting position),273,0.9792,0.0,0.0,0.9792
ctrgcn,joint_missing_severe,9,clapping,273,0.7741,0.0122,0.0181,0.7619
ctrgcn,joint_missing_severe,10,reading,273,0.6496,0.0024,0.0042,0.6471
ctrgcn,joint_missing_severe,11,writing,272,0.6201,0.3199,0.207,0.3002
ctrgcn,joint_missing_severe,12,tear up paper,271,0.9213,0.0246,0.0154,0.8967
ctrgcn,joint_missing_severe,13,wear jacket,275,0.9782,0.0012,0.0021,0.977
ctrgcn,joint_missing_severe,14,take off jacket,276,0.9843,0.0,0.0,0.9843
ctrgcn,joint_missing_severe,15,wear a shoe,273,0.8083,0.0,0.0,0.8083
ctrgcn,joint_missing_severe,16,take off a shoe,274,0.8382,0.0024,0.0042,0.8358
ctrgcn,joint_missing_severe,17,wear on glasses,273,0.9084,0.0464,0.0804,0.862
ctrgcn,joint_missing_severe,18,take off glasses,274,0.944,0.0085,0.0076,0.9355
ctrgcn,joint_missing_severe,19,put on a hat/cap,272,0.9596,0.0355,0.0349,0.924
ctrgcn,joint_missing_severe,20,take off a hat/cap,273,0.9744,0.0269,0.0224,0.9475
ctrgcn,joint_missing_severe,21,cheer up,274,0.9258,0.0012,0.0021,0.9246
ctrgcn,joint_missing_severe,22,hand waving,274,0.9173,0.0061,0.0056,0.9112
ctrgcn,joint_missing_severe,23,kicking something,276,0.9529,0.0,0.0,0.9529
ctrgcn,joint_missing_severe,24,reach into pocket,274,0.8358,0.0024,0.0042,0.8333
ctrgcn,joint_missing_severe,25,hopping (one foot jumping),275,0.9891,0.0,0.0,0.9891
ctrgcn,joint_missing_severe,26,jump up,276,1.0,0.0036,0.0036,0.9964
ctrgcn,joint_missing_severe,27,make a phone call/answer phone,275,0.9079,0.0109,0.0189,0.897
ctrgcn,joint_missing_severe,28,playing with phone/tablet,275,0.6958,0.5224,0.3741,0.1733
ctrgcn,joint_missing_severe,29,typing on a keyboard,275,0.737,0.1164,0.167,0.6206
ctrgcn,joint_missing_severe,30,pointing to something with finger,276,0.7862,0.0713,0.1141,0.715
ctrgcn,joint_missing_severe,31,taking a selfie,276,0.8889,0.0773,0.0562,0.8116
ctrgcn,joint_missing_severe,32,check time (from watch),276,0.901,0.0,0.0,0.901
ctrgcn,joint_missing_severe,33,rub two hands together,276,0.9034,0.006,0.0021,0.8973
ctrgcn,joint_missing_severe,34,nod head/bow,276,0.971,0.3575,0.4137,0.6135
ctrgcn,joint_missing_severe,35,shake head,275,0.9503,0.063,0.0686,0.8873
ctrgcn,joint_missing_severe,36,wipe face,276,0.8551,0.1787,0.3033,0.6763
ctrgcn,joint_missing_severe,37,salute,276,0.93,0.0181,0.0181,0.9118
ctrgcn,joint_missing_severe,38,put the palms together,276,0.9239,0.2174,0.3609,0.7065
ctrgcn,joint_missing_severe,39,cross hands in front (say stop),276,0.936,0.0821,0.1236,0.8539
ctrgcn,joint_missing_severe,40,sneeze/cough,276,0.7403,0.0036,0.0036,0.7367
ctrgcn,joint_missing_severe,41,staggering,276,0.9867,0.0,0.0,0.9867
ctrgcn,joint_missing_severe,42,falling,275,0.9939,0.0218,0.0202,0.9721
ctrgcn,joint_missing_severe,43,touch head (headache),276,0.8345,0.0012,0.0021,0.8333
ctrgcn,joint_missing_severe,44,touch chest (stomachache/heart pain),276,0.9215,0.0507,0.0217,0.8708
ctrgcn,joint_missing_severe,45,touch back (backache),276,0.9444,0.006,0.0055,0.9384
ctrgcn,joint_missing_severe,46,touch neck (neckache),276,0.8502,0.0,0.0,0.8502
ctrgcn,joint_missing_severe,47,nausea or vomiting condition,275,0.8497,0.0255,0.0378,0.8242
ctrgcn,joint_missing_severe,48,use a fan (with hand or paper)/feeling warm,275,0.9309,0.4267,0.4045,0.5042
ctrgcn,joint_missing_severe,49,punching/slapping other person,274,0.9112,0.0024,0.0042,0.9088
ctrgcn,joint_missing_severe,50,kicking other person,276,0.9541,0.0,0.0,0.9541
ctrgcn,joint_missing_severe,51,pushing other person,276,0.9722,0.0,0.0,0.9722
ctrgcn,joint_missing_severe,52,pat on back of other person,276,0.9143,0.0399,0.069,0.8744
ctrgcn,joint_missing_severe,53,point finger at the other person,276,0.913,0.0109,0.0126,0.9022
ctrgcn,joint_missing_severe,54,hugging other person,274,0.9878,0.0036,0.0036,0.9842
ctrgcn,joint_missing_severe,55,giving something to other person,276,0.9372,0.0,0.0,0.9372
ctrgcn,joint_missing_severe,56,touch other person's pocket,275,0.9382,0.0642,0.051,0.8739
ctrgcn,joint_missing_severe,57,handshaking,276,0.9589,0.0193,0.0335,0.9396
ctrgcn,joint_missing_severe,58,walking towards each other,273,0.9963,0.0891,0.1298,0.9072
ctrgcn,joint_missing_severe,59,walking apart from each other,276,0.9638,0.1667,0.1584,0.7971
ctrgcn,limb_occlusion_severe,0,drink water,274,0.8601,0.3491,0.0208,0.5109
ctrgcn,limb_occlusion_severe,1,eat meal/snack,275,0.7261,0.263,0.0402,0.463
ctrgcn,limb_occlusion_severe,2,brushing teeth,273,0.873,0.3468,0.0215,0.5263
ctrgcn,limb_occlusion_severe,3,brushing hair,273,0.917,0.4115,0.0352,0.5055
ctrgcn,limb_occlusion_severe,4,drop,275,0.8873,0.3527,0.0464,0.5345
ctrgcn,limb_occlusion_severe,5,pickup,275,0.9697,0.1636,0.0442,0.8061
ctrgcn,limb_occlusion_severe,6,throw,275,0.9321,0.3188,0.0042,0.6133
ctrgcn,limb_occlusion_severe,7,sitting down,273,0.9683,0.2015,0.0542,0.7668
ctrgcn,limb_occlusion_severe,8,standing up (from sitting position),273,0.9792,0.3822,0.0747,0.5971
ctrgcn,limb_occlusion_severe,9,clapping,273,0.7741,0.2271,0.0479,0.547
ctrgcn,limb_occlusion_severe,10,reading,273,0.6496,0.2601,0.0422,0.3895
ctrgcn,limb_occlusion_severe,11,writing,272,0.6201,0.4179,0.0363,0.2022
ctrgcn,limb_occlusion_severe,12,tear up paper,271,0.9213,0.3186,0.037,0.6027
ctrgcn,limb_occlusion_severe,13,wear jacket,275,0.9782,0.1673,0.063,0.8109
ctrgcn,limb_occlusion_severe,14,take off jacket,276,0.9843,0.4722,0.0146,0.5121
ctrgcn,limb_occlusion_severe,15,wear a shoe,273,0.8083,0.1319,0.0757,0.6764
ctrgcn,limb_occlusion_severe,16,take off a shoe,274,0.8382,0.2141,0.0383,0.6241
ctrgcn,limb_occlusion_severe,17,wear on glasses,273,0.9084,0.4799,0.022,0.4286
ctrgcn,limb_occlusion_severe,18,take off glasses,274,0.944,0.5766,0.0063,0.3674
ctrgcn,limb_occlusion_severe,19,put on a hat/cap,272,0.9596,0.3971,0.0772,0.5625
ctrgcn,limb_occlusion_severe,20,take off a hat/cap,273,0.9744,0.3602,0.0275,0.6142
ctrgcn,limb_occlusion_severe,21,cheer up,274,0.9258,0.2165,0.0482,0.7092
ctrgcn,limb_occlusion_severe,22,hand waving,274,0.9173,0.4124,0.0159,0.5049
ctrgcn,limb_occlusion_severe,23,kicking something,276,0.9529,0.3671,0.0482,0.5857
ctrgcn,limb_occlusion_severe,24,reach into pocket,274,0.8358,0.4392,0.0607,0.3966
ctrgcn,limb_occlusion_severe,25,hopping (one foot jumping),275,0.9891,0.5042,0.1064,0.4848
ctrgcn,limb_occlusion_severe,26,jump up,276,1.0,0.3829,0.176,0.6171
ctrgcn,limb_occlusion_severe,27,make a phone call/answer phone,275,0.9079,0.3321,0.0468,0.5758
ctrgcn,limb_occlusion_severe,28,playing with phone/tablet,275,0.6958,0.3903,0.088,0.3055
ctrgcn,limb_occlusion_severe,29,typing on a keyboard,275,0.737,0.4727,0.0655,0.2642
ctrgcn,limb_occlusion_severe,30,pointing to something with finger,276,0.7862,0.3551,0.0166,0.4312
ctrgcn,limb_occlusion_severe,31,taking a selfie,276,0.8889,0.2621,0.0206,0.6268
ctrgcn,limb_occlusion_severe,32,check time (from watch),276,0.901,0.3406,0.0072,0.5604
ctrgcn,limb_occlusion_severe,33,rub two hands together,276,0.9034,0.3418,0.0682,0.5616
ctrgcn,limb_occlusion_severe,34,nod head/bow,276,0.971,0.3539,0.0573,0.6171
ctrgcn,limb_occlusion_severe,35,shake head,275,0.9503,0.543,0.0711,0.4073
ctrgcn,limb_occlusion_severe,36,wipe face,276,0.8551,0.3394,0.0337,0.5157
ctrgcn,limb_occlusion_severe,37,salute,276,0.93,0.3394,0.0055,0.5906
ctrgcn,limb_occlusion_severe,38,put the palms together,276,0.9239,0.3188,0.0441,0.6051
ctrgcn,limb_occlusion_severe,39,cross hands in front (say stop),276,0.936,0.1739,0.0188,0.7621
ctrgcn,limb_occlusion_severe,40,sneeze/cough,276,0.7403,0.1703,0.0403,0.57
ctrgcn,limb_occlusion_severe,41,staggering,276,0.9867,0.0531,0.0127,0.9336
ctrgcn,limb_occlusion_severe,42,falling,275,0.9939,0.1394,0.046,0.8545
ctrgcn,limb_occlusion_severe,43,touch head (headache),276,0.8345,0.2874,0.0091,0.5471
ctrgcn,limb_occlusion_severe,44,touch chest (stomachache/heart pain),276,0.9215,0.4167,0.0357,0.5048
ctrgcn,limb_occlusion_severe,45,touch back (backache),276,0.9444,0.5688,0.0346,0.3756
ctrgcn,limb_occlusion_severe,46,touch neck (neckache),276,0.8502,0.3949,0.0383,0.4553
ctrgcn,limb_occlusion_severe,47,nausea or vomiting condition,275,0.8497,0.0812,0.0147,0.7685
ctrgcn,limb_occlusion_severe,48,use a fan (with hand or paper)/feeling warm,275,0.9309,0.4036,0.0126,0.5273
ctrgcn,limb_occlusion_severe,49,punching/slapping other person,274,0.9112,0.4161,0.0968,0.4951
ctrgcn,limb_occlusion_severe,50,kicking other person,276,0.9541,0.2657,0.0826,0.6884
ctrgcn,limb_occlusion_severe,51,pushing other person,276,0.9722,0.3623,0.1162,0.6099
ctrgcn,limb_occlusion_severe,52,pat on back of other person,276,0.9143,0.5857,0.0357,0.3285
ctrgcn,limb_occlusion_severe,53,point finger at the other person,276,0.913,0.2742,0.0838,0.6389
ctrgcn,limb_occlusion_severe,54,hugging other person,274,0.9878,0.382,0.0934,0.6058
ctrgcn,limb_occlusion_severe,55,giving something to other person,276,0.9372,0.4855,0.0181,0.4517
ctrgcn,limb_occlusion_severe,56,touch other person's pocket,275,0.9382,0.6327,0.0347,0.3055
ctrgcn,limb_occlusion_severe,57,handshaking,276,0.9589,0.4336,0.0233,0.5254
ctrgcn,limb_occlusion_severe,58,walking towards each other,273,0.9963,0.5067,0.0442,0.4896
ctrgcn,limb_occlusion_severe,59,walking apart from each other,276,0.9638,0.7415,0.0342,0.2222
ctrgcn,coord_noise_severe,0,drink water,274,0.8601,0.0,0.0,0.8601
ctrgcn,coord_noise_severe,1,eat meal/snack,275,0.7261,0.0,0.0,0.7261
ctrgcn,coord_noise_severe,2,brushing teeth,273,0.873,0.0,0.0,0.873
ctrgcn,coord_noise_severe,3,brushing hair,273,0.917,0.0,0.0,0.917
ctrgcn,coord_noise_severe,4,drop,275,0.8873,0.0,0.0,0.8873
ctrgcn,coord_noise_severe,5,pickup,275,0.9697,0.0606,0.105,0.9091
ctrgcn,coord_noise_severe,6,throw,275,0.9321,0.0012,0.0021,0.9309
ctrgcn,coord_noise_severe,7,sitting down,273,0.9683,0.0317,0.055,0.9365
ctrgcn,coord_noise_severe,8,standing up (from sitting position),273,0.9792,0.0049,0.0085,0.9744
ctrgcn,coord_noise_severe,9,clapping,273,0.7741,0.0488,0.0783,0.7253
ctrgcn,coord_noise_severe,10,reading,273,0.6496,0.0,0.0,0.6496
ctrgcn,coord_noise_severe,11,writing,272,0.6201,0.1262,0.1159,0.4939
ctrgcn,coord_noise_severe,12,tear up paper,271,0.9213,0.0,0.0,0.9213
ctrgcn,coord_noise_severe,13,wear jacket,275,0.9782,0.0024,0.0021,0.9758
ctrgcn,coord_noise_severe,14,take off jacket,276,0.9843,0.0,0.0,0.9843
ctrgcn,coord_noise_severe,15,wear a shoe,273,0.8083,0.0073,0.0073,0.801
ctrgcn,coord_noise_severe,16,take off a shoe,274,0.8382,0.0012,0.0021,0.837
ctrgcn,coord_noise_severe,17,wear on glasses,273,0.9084,0.0,0.0,0.9084
ctrgcn,coord_noise_severe,18,take off glasses,274,0.944,0.0,0.0,0.944
ctrgcn,coord_noise_severe,19,put on a hat/cap,272,0.9596,0.0,0.0,0.9596
ctrgcn,coord_noise_severe,20,take off a hat/cap,273,0.9744,0.0012,0.0021,0.9731
ctrgcn,coord_noise_severe,21,cheer up,274,0.9258,0.0049,0.0042,0.9209
ctrgcn,coord_noise_severe,22,hand waving,274,0.9173,0.028,0.0315,0.8893
ctrgcn,coord_noise_severe,23,kicking something,276,0.9529,0.0,0.0,0.9529
ctrgcn,coord_noise_severe,24,reach into pocket,274,0.8358,0.0,0.0,0.8358
ctrgcn,coord_noise_severe,25,hopping (one foot jumping),275,0.9891,0.0,0.0,0.9891
ctrgcn,coord_noise_severe,26,jump up,276,1.0,0.0,0.0,1.0
ctrgcn,coord_noise_severe,27,make a phone call/answer phone,275,0.9079,0.0,0.0,0.9079
ctrgcn,coord_noise_severe,28,playing with phone/tablet,275,0.6958,0.3527,0.4598,0.343
ctrgcn,coord_noise_severe,29,typing on a keyboard,275,0.737,0.2994,0.4133,0.4376
ctrgcn,coord_noise_severe,30,pointing to something with finger,276,0.7862,0.0471,0.0392,0.7391
ctrgcn,coord_noise_severe,31,taking a selfie,276,0.8889,0.035,0.0513,0.8539
ctrgcn,coord_noise_severe,32,check time (from watch),276,0.901,0.0012,0.0021,0.8998
ctrgcn,coord_noise_severe,33,rub two hands together,276,0.9034,0.0109,0.0131,0.8925
ctrgcn,coord_noise_severe,34,nod head/bow,276,0.971,0.0072,0.0096,0.9638
ctrgcn,coord_noise_severe,35,shake head,275,0.9503,0.0424,0.0704,0.9079
ctrgcn,coord_noise_severe,36,wipe face,276,0.8551,0.122,0.1805,0.7331
ctrgcn,coord_noise_severe,37,salute,276,0.93,0.006,0.0021,0.9239
ctrgcn,coord_noise_severe,38,put the palms together,276,0.9239,0.0,0.0,0.9239
ctrgcn,coord_noise_severe,39,cross hands in front (say stop),276,0.936,0.0568,0.0562,0.8792
ctrgcn,coord_noise_severe,40,sneeze/cough,276,0.7403,0.0012,0.0021,0.7391
ctrgcn,coord_noise_severe,41,staggering,276,0.9867,0.0,0.0,0.9867
ctrgcn,coord_noise_severe,42,falling,275,0.9939,0.3115,0.3374,0.6824
ctrgcn,coord_noise_severe,43,touch head (headache),276,0.8345,0.0785,0.136,0.756
ctrgcn,coord_noise_severe,44,touch chest (stomachache/heart pain),276,0.9215,0.0,0.0,0.9215
ctrgcn,coord_noise_severe,45,touch back (backache),276,0.9444,0.0,0.0,0.9444
ctrgcn,coord_noise_severe,46,touch neck (neckache),276,0.8502,0.0024,0.0042,0.8478
ctrgcn,coord_noise_severe,47,nausea or vomiting condition,275,0.8497,0.0085,0.0076,0.8412
ctrgcn,coord_noise_severe,48,use a fan (with hand or paper)/feeling warm,275,0.9309,0.4873,0.4855,0.4436
ctrgcn,coord_noise_severe,49,punching/slapping other person,274,0.9112,0.0,0.0,0.9112
ctrgcn,coord_noise_severe,50,kicking other person,276,0.9541,0.0,0.0,0.9541
ctrgcn,coord_noise_severe,51,pushing other person,276,0.9722,0.0,0.0,0.9722
ctrgcn,coord_noise_severe,52,pat on back of other person,276,0.9143,0.029,0.0502,0.8853
ctrgcn,coord_noise_severe,53,point finger at the other person,276,0.913,0.0,0.0,0.913
ctrgcn,coord_noise_severe,54,hugging other person,274,0.9878,0.0073,0.0126,0.9805
ctrgcn,coord_noise_severe,55,giving something to other person,276,0.9372,0.0,0.0,0.9372
ctrgcn,coord_noise_severe,56,touch other person's pocket,275,0.9382,0.0,0.0,0.9382
ctrgcn,coord_noise_severe,57,handshaking,276,0.9589,0.0012,0.0021,0.9577
ctrgcn,coord_noise_severe,58,walking towards each other,273,0.9963,0.0647,0.087,0.9316
ctrgcn,coord_noise_severe,59,walking apart from each other,276,0.9638,0.0556,0.0624,0.9082
ctrgcn,frame_missing_severe,0,drink water,274,0.8601,0.4392,0.0542,0.4209
ctrgcn,frame_missing_severe,1,eat meal/snack,275,0.7261,0.3939,0.1113,0.3321
ctrgcn,frame_missing_severe,2,brushing teeth,273,0.873,0.7253,0.1863,0.1477
ctrgcn,frame_missing_severe,3,brushing hair,273,0.917,0.5592,0.2444,0.3578
ctrgcn,frame_missing_severe,4,drop,275,0.8873,0.6812,0.1018,0.2061
ctrgcn,frame_missing_severe,5,pickup,275,0.9697,0.5164,0.1629,0.4533
ctrgcn,frame_missing_severe,6,throw,275,0.9321,0.5539,0.0536,0.3782
ctrgcn,frame_missing_severe,7,sitting down,273,0.9683,0.6203,0.0893,0.348
ctrgcn,frame_missing_severe,8,standing up (from sitting position),273,0.9792,0.7228,0.0294,0.2564
ctrgcn,frame_missing_severe,9,clapping,273,0.7741,0.6252,0.1761,0.149
ctrgcn,frame_missing_severe,10,reading,273,0.6496,0.2149,0.1509,0.4347
ctrgcn,frame_missing_severe,11,writing,272,0.6201,0.1164,0.0639,0.5037
ctrgcn,frame_missing_severe,12,tear up paper,271,0.9213,0.6187,0.0553,0.3026
ctrgcn,frame_missing_severe,13,wear jacket,275,0.9782,0.7673,0.0528,0.2109
ctrgcn,frame_missing_severe,14,take off jacket,276,0.9843,0.6546,0.0891,0.3297
ctrgcn,frame_missing_severe,15,wear a shoe,273,0.8083,0.2735,0.0499,0.5348
ctrgcn,frame_missing_severe,16,take off a shoe,274,0.8382,0.3273,0.0858,0.5109
ctrgcn,frame_missing_severe,17,wear on glasses,273,0.9084,0.6007,0.0408,0.3077
ctrgcn,frame_missing_severe,18,take off glasses,274,0.944,0.4586,0.0771,0.4854
ctrgcn,frame_missing_severe,19,put on a hat/cap,272,0.9596,0.5306,0.0286,0.4289
ctrgcn,frame_missing_severe,20,take off a hat/cap,273,0.9744,0.3516,0.0605,0.6227
ctrgcn,frame_missing_severe,21,cheer up,274,0.9258,0.9209,0.0147,0.0049
ctrgcn,frame_missing_severe,22,hand waving,274,0.9173,0.7652,0.0745,0.1521
ctrgcn,frame_missing_severe,23,kicking something,276,0.9529,0.57,0.064,0.3829
ctrgcn,frame_missing_severe,24,reach into pocket,274,0.8358,0.3041,0.0952,0.5316
ctrgcn,frame_missing_severe,25,hopping (one foot jumping),275,0.9891,0.8279,0.0763,0.1612
ctrgcn,frame_missing_severe,26,jump up,276,1.0,0.7524,0.0127,0.2476
ctrgcn,frame_missing_severe,27,make a phone call/answer phone,275,0.9079,0.4436,0.1335,0.4642
ctrgcn,frame_missing_severe,28,playing with phone/tablet,275,0.6958,0.1455,0.073,0.5503
ctrgcn,frame_missing_severe,29,typing on a keyboard,275,0.737,0.3952,0.2312,0.3418
ctrgcn,frame_missing_severe,30,pointing to something with finger,276,0.7862,0.6256,0.0578,0.1606
ctrgcn,frame_missing_severe,31,taking a selfie,276,0.8889,0.5616,0.1538,0.3273
ctrgcn,frame_missing_severe,32,check time (from watch),276,0.901,0.3092,0.0293,0.5918
ctrgcn,frame_missing_severe,33,rub two hands together,276,0.9034,0.5157,0.0502,0.3877
ctrgcn,frame_missing_severe,34,nod head/bow,276,0.971,0.8647,0.0432,0.1063
ctrgcn,frame_missing_severe,35,shake head,275,0.9503,0.5139,0.2248,0.4364
ctrgcn,frame_missing_severe,36,wipe face,276,0.8551,0.4758,0.0797,0.3792
ctrgcn,frame_missing_severe,37,salute,276,0.93,0.7693,0.0274,0.1606
ctrgcn,frame_missing_severe,38,put the palms together,276,0.9239,0.7428,0.0507,0.1812
ctrgcn,frame_missing_severe,39,cross hands in front (say stop),276,0.936,0.43,0.11,0.506
ctrgcn,frame_missing_severe,40,sneeze/cough,276,0.7403,0.3333,0.0866,0.407
ctrgcn,frame_missing_severe,41,staggering,276,0.9867,0.6039,0.2174,0.3829
ctrgcn,frame_missing_severe,42,falling,275,0.9939,0.577,0.1176,0.417
ctrgcn,frame_missing_severe,43,touch head (headache),276,0.8345,0.4251,0.0492,0.4094
ctrgcn,frame_missing_severe,44,touch chest (stomachache/heart pain),276,0.9215,0.7053,0.0955,0.2162
ctrgcn,frame_missing_severe,45,touch back (backache),276,0.9444,0.7548,0.0798,0.1896
ctrgcn,frame_missing_severe,46,touch neck (neckache),276,0.8502,0.2923,0.0689,0.558
ctrgcn,frame_missing_severe,47,nausea or vomiting condition,275,0.8497,0.4206,0.0371,0.4291
ctrgcn,frame_missing_severe,48,use a fan (with hand or paper)/feeling warm,275,0.9309,0.6921,0.0728,0.2388
ctrgcn,frame_missing_severe,49,punching/slapping other person,274,0.9112,0.444,0.0952,0.4672
ctrgcn,frame_missing_severe,50,kicking other person,276,0.9541,0.6944,0.1518,0.2597
ctrgcn,frame_missing_severe,51,pushing other person,276,0.9722,0.5338,0.0658,0.4384
ctrgcn,frame_missing_severe,52,pat on back of other person,276,0.9143,0.5894,0.177,0.3249
